Classifications,Comments
1,ಕಣ್ಣೀರು ಹಾಕಿರುವ ಕಾರಣ ತಂದೆಯ ನೆನೆಪು ಅವರು ಕಷ್ಟ ಕಾಲದಲ್ಲಿ ಮಗನ ಬೆಂಗಾವಲಾಗಿ ನಿಂತಿದ್ದಕ್ಕೆ.ಇದನ್ನು ಕೆಲವರು ಅಪಾರ್ಥ ಕಲ್ಪಿಸಿಕೊಂಡಿದ್ದಾರೆ.
1,Shankar sir moulyayutha nudigalu
1,ಜೀವನದಲ್ಲಿ ಶ್ರದ್ಧೆ ಮುಖ್ಯ.....  ಶ್ರದ್ಧೆ    ನಮ್ಮನ್ನು ಯಶಸ್ಸಿನ ಬೆನ್ನ ಹತ್ತುತ್ತಿಸುತ್ತದೆ.....
1,Sara super Nivu devara tara yallaratara duddide shinamadavaratra nimmatra holleya manasidde sara
1,Sara super Nivu holleya kalaviddaru Sara Nivu nuraru varusa chanagiri
1,ಸರ್ ತಂದೆಗೆ ತಕ್ಕ ಮಗ ಸರ್ ನೀವು ಯಾವುದೇ ಆಶದಾಯಕವಾದಿ ಅವಕಾಶವಾದಿಯು ಅಲ್ಲ  ನಿಮ್ಮ ತಂದೆಯವರ ಆದರ್ಶಗಳಿಂದ ನನ್ನಂತಹ ಕೊಟ್ಯಾಂತರ ಜನ ಬದುಕು ಕಟ್ಟಿ ಸತ್ಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯುತ್ತಾರೆ ನಿಮಗೆ ಅನಂತ ಕೋಟಿ ಧನ್ಯವಾದಗಳು
1,sir yarige yaru agolla appa amma Na biture Sir olle mathugallu
1,ಪ್ರಜಾಪ್ರಭುತ್ವದಲ್ಲಿ ಬ್ರಿಟನ್ ರಾಣಿ ಉಳಿಸಿಕೊಂಡರು
1,ಇಂತಹ ಒಳ್ಳೆಯ ನಟನಿಗೆ ..ಅಭಿನಯದ ಅವಕಾಶಗಳು ಯಾಕೆ ಸಿಕ್ತಿಲ್ಲಾ...ದಯವಿಟ್ಟು ಧಾರವಾಹಿ ಗಳಲ್ಲಿ ಅವಕಾಶ ನೀಡಿ..
1,Don't worry Sir kayakave kailasa
1,ಅಂತಾ ದೊಡ್ಡ ಮನುಷ್ಯನ ಹೊಟ್ಟೆಲಿ ದೊಡ್ಡಮನುಷ್ಯಾನೆ ಹುಟ್ಟೋದುಶ್ರಮ ಜೀವಿ ಸರ್ ನೀವು
1,ಹಲೋ ಸರ್ ಅಪ್ಪಾಜಿ ತರ ಅದ್ಭುತ ಪಾತ್ರಗಳನ್ನು ನಿರ್ವಹಿಸಿ ಖಂಡಿತ ಯಶಸ್ವಿ ಆಗ್ತೀರಾ
1,Devaru kododu nidana hagide nAndre jaasthi kodthane hantanThilkoli
1,Sir.nivu superb sir.
1,Sir albede life enjoy madbedi Mahabharata odi
1,Sir Nimma Swabhimana innu jasthi agli hage Devru nimge innu jasthi Shakthi kodli antha devaranna nanu kelikolluthene
1,ಮಹಾನ್ ವ್ಯಕ್ತಿಯ ರಕ್ತ ಅಲ್ಲವೇ
1,Punyathma andre evare
1,ನಾನು ತುಂಬಾ ಇಷ್ಟ ಪಡೋ  ಹೆಸರು ಅದು ಶಂಕರ್.. ಆ ಇಬ್ಬರು ವ್ಯಕ್ತಿಗಳು ಅಂದರೆ ೧.ಶಂಕರ್ ನಾಗ್n೨.ಶಂಕರ್ ಅಶ್ವಥ್
1,ಅವರಪ್ಪ ಒಳ್ಳೆಯ ನಟ ಆಗಿದ್ರು
1,Yaru yarigu illa anno sathya sangathi idu
1,Plz chance kodi nodi avar acting
1,Kannada industry dodd actors ge tagolri film ge bere industry yavarna jasti dudd kott karkond bartira. ellargu shame annsalva ede muttkond heli entavar est Jana idaare
1,ನಿಮ್ಮ ಸ್ವಾವಲಂಬಿ ಬದುಕಿಗೆ ನನ್ನದೊಂದು ಸಲಾಂ ಸರ್
1,Ashwath ge Ashwathe saati nAntha Mahaan Natarige Nanndondu Doodda Salaam
1,ಶಂಕರ್ ಅಶ್ವಥ್ ರೊಂದಿಗೆ ಅತ್ಯಂತ ಸುಂದರವಾದ ಸಂದರ್ಶನ
1,ಸರ್ ನೀವು ದುಡಿದು ಬದುಕ್ತಿದಿರ
1,Neevu namma spurthi
1,ತಪ್ಪು ಏನು ಇಲ್ಲ drive ಮಾಡಿದ್ರೇ. ನಿಮ್ಮ ಬಗ್ಗೆ ಬಹಳ ಹೆಮ್ಮೆ ಇದೆ. ನಮ್ಮ ಬಹಳ ಯುವಕರು ಕೆಲಸ ಮಾಡದೇ ಕುತಿದ್ದಾರೇ. ಅವರಿಗೆ ನೀವು ಒಂದು ಮಾದರಿ.  ಶ್ರೀಮಂತಿಕೆ ಗುಣದಲ್ಲಿ
1,ಜೀವನ ಬಹಳ ಚೆನ್ನಾಗಿ ಅರ್ಥ ಮಾಡಿಕೊಂಡಿದ್ದೀರ ಬಹಳ ಸರಳ ಜೀವಿ
1,Yenelbeko gothagtilla nim swabimanakke ondu Salam sir
1,Alla inta olle video gu dislike madtaralva avrige manaviyate manushyatva olle guna kuda illa ansutte.....enta swabhimani vyakti weekness na kuda strenth agi madkond swabhimani agi jeevna madtidaralva great sir....
1,Supper episode... love it.....
1,Sir Nimm Mathininda Navu Kalibeku Agirodu Ennu Thumba Ede.....nTqq U So Much...nHelth Na Channagi Nodkoli Sir...nGod Bless You
1,ಕನ್ನಡದಲ್ಲೆ ಹೆಚ್ಚಾಗಿ ಮಾತನಾಡಿದ್ದಕ್ಕೆ ಧನ್ಯವಾದಗಳು...nAll the best sr
1,Nivu thumba super
1,ಸರ್.. ನೀವು ಕೊನೆಯಲ್ಲಿ ಹೇಳಿರುವ ಮಾತು ಸೂಪರ್ ಸರ್...
1,ಕ್ಯಾಬ್ ಡ್ರೈವರ್ ಅಂದ್ರೆ ಕಳ್ದ್ರು ತರ ನೋಡೋ ಈ ಸಮಾಜದಲ್ಲಿ ನಾನು ಕ್ಯಾಬ್ ಚಾಲಕ ಅಂತ ಹೆಮ್ಮೆಯಿಂದ ಹೆಳ್ತೀರಲ್ಲಾ ತುಂಬಾ ಖುಷಿಯಾಯ್ತು ಸಾರ್ ಈ ಸಮಾಜದಲ್ಲಿ ಇರೋರು ನಿಮ್ಮನ್ನ ನೋಡಿ ಕಲಿಯೋದು ತುಂಬಾ ಇದೇ ನೀವು ಯುವ ಜನಾಂಗಕ್ಕೆ ಸ್ಫೂರ್ತಿ ಸರ್  ನಿಮಗೆ ಒಂದೂ ದೊಡ್ಡ ನಮಸ್ಕಾರ ಯಾವ ಒಂದೂ   ವಿಶ್ವವಿದ್ಯಾನಿಲಯ ಕಲಿಸದ ಪಾಠವನ್ನು ಜೀವನ ಕಲಿಸುತ್ತದೆ ಎಂಬುದಕ್ಕೆ ನಿಮ್ಮ ಜೀವನವೇ ಉತ್ತಮ ಉದಾಹರಣೆ ಸಾರ್ ದೇವರು ನಿಮಗೆ ಒಳ್ಳೆಯದು ಮಾಡಲಿ ಧನ್ಯವಾದ.
1,Sir Nimage devru nimjote erta
1,Olledagli sir nimge..
1,Hats off sir nim Swabhimana and karya nishtege thumba Santhosha agutte sir nimg olle arogya success kodli antha devralli bedkothivi Munde niv natiso Ella cinemagalu uttama pradarshana padiyali
1,Tumba kalaavidara gati ide. Kalege bele illa. Ashwath Awara family ge ee thara aagbaardittu.
1,Hats off to u sir...nMosa madi tinno Pizzaginta Niyattagi dudidu tinno ragi nalli eshto aanda erutte jeevandalli..
1,Great sir nivu
1,U r great sir. ಶ್ರಮ ಜೀವಿ
1,Creative  ಕಿಲಾಡಿ ಗುರು ನೀನು ಸೂಪರ್
1,Super guru
1,Hejje hejjege tik tokers troll and roast maadi
1,Guru super video  Tq guru
1,Hats off bro  ಕರೆಕ್ಟಾಗಿ ಹೇಳಿದ್ದೀರ ಬ್ರೋ
1,Chindi bro .....
1,ಸೂಪರ್ ಬ್ರೋ ನಿಜ
1,Tiktok Ban Madi olle kelsa Madi edare
1,Sariyaaagi bydidira... Actually Olle Olle kelsa madidare app ban maadi.. I hate tik tok
1,Áÿįøøøøø super broooo love u
1,Superb bro ur righttiktokers ge sariyag heliddira
1,En edit madidya guru
1,Super bro ninu
1,Pung ban madi pls
1,Sir neev adthidda game yavdu
1,Super  chindi boss
1,ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಫ್ಯಾನ್ ಆಗೋದೇ bro ನಿಮಗೆ
1,ಸರಿ ಬುಡ್ಲ ಅಣ್ತಮ್ಮ
1,Wow  Super agi helidira sir
1,Bindu gowdaaaaaa yakamma
1,Super Boss idu actually bekagiddu ... tik tok madavruru sari yagi Thodineku
1,ಸೂಪರ್ ಗುರು ಇನ್ನು ಸ್ವಲ್ಪ ಉಗಿರಿ ಟಿಕ್ ಟಾಕ್ ಮಾಡೋರ್ಗೆ
1,Ivrella nijvaglu nam Indian anta ansutte anna yappa istu himse kodtidru tiktok antidaralla yappa nijvaglu ivnella nijvaglu aaisbeku
1,Super comment guru
1,Bro super neevu
1,astena sir innu sawlpa chanagi hellbekithu tik tok kalli galige super guru
1,Guru big fan agbitte nin logic nodi
1,Yen helda guru super
1,Superrrrrrrr  agi heliya Anna tq u so mach video
1,Anna niv super agi creative maadthira super Anna
1,super bro
1,Guru ellidde guru real Tallent irodhu ninge
1,Ee time ge wait madtidde
1,Super bro ban agide valedu
1,Super bro nim vioce ale ede desha Prema full enjoy video super
1,Supper bro chenngi ugdidira.🤝🤝🤝
1,Haaa nivu super bro i am big fan your voice  ....
1,Superagi heludri bro
1,Super Anna
1,ಒಂದೊಂದು ಮಾತು ಚಪ್ಪಲಿ  ಹೊಡೆದಂತೆ ಇತ್ತು ಗುರು ಒಬ್ಬೊಬ್ರು ನೋಡಬೇಕಿತ್ತು ಸರ್ ಚೀನಾಗೆ ಹುಟ್ಟಿರುವ ತರಹ ಆಡುತ್ತಾರೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಷ್ಟು ಜನ ಸೈನಿಕರು  ಸಾಯ್ತಾರೆ ಅವರಿಗೆ ಏನಾಗಬೇಕು ಟಿಕ್ ಟಾಕ್ ಲೈಕ್ ಬಂದ್ರೆ ಸಾಕು ನನ್ನ ಕಮೆಂಟ್ ಅಲ್ಲಿ ಏನಾದರೂ ತಪ್ಪಿದ್ದರೆ ಕ್ಷಮಿಸಿ ಜೈ ಹಿಂದ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ
1,Neva ado game nema
1,Please innodh video maadi bro ticktock bagge
1,Guru super yage yeldhe
1,ಏನ್ ಹೇಳಿದಿ ಗುರೂ.. ಸೂಪರ್ ಬಾಸ್n...
1,China apps ಯಾಕೆ ಬ್ಯಾನ್ ಮಾಡಬೇಕು ಅಂತ ಹೇಳುವವರಿಗೆ  ಚಪ್ಪಲಿಯಲ್ಲಿ ಹೋಡೆದು ಬುದ್ಧಿ ಕಲಿಸಬೇಕು .
1,Binduge saryagi ugithidira good go ahead  we are enjoying well
1,baari ugadiddira bro .......full support nimage
1,I love you bro nice talking style
1,Ban agoithalla bro Inna yenidhru tamte saddhu yerd steppu  ashte
1,Super sir yentha mathu nivu sir nijavada tik tok bagge thilekondirodu
1,Super bro  agi roast madidira
1,Supper pa ........ Continue the work. ...  Tiktok videos nodi nodi thale kettogithu.............jai modi jai jai modi......
1,ಸೂಪರ್ ಗುರು ನಿಜ
1,Neev mado pratiyond videos galu mukake ekda tegdu oddag irutte bidi bro and nim voicenim big fan agbitidivi bro......
1,ಅಣ್ಣ ಏನು ನಿನ್ನ ಮತ್ತು ಒಂದೊಂದು ಮಾತಿನಲ್ಲಿ ಅರ್ಥ ಇದೆ
1,Anna nenu super super Anna
1,Chennagi ugidira sara
1,Yen Clarity Guru nivu madiro video
1,ಆ ನೂರ ಕೋಟಿ ಭಾರತಕ್ಕೆ ಅಲ್ಲ ಇಡಿ ವಿಶ್ವಕ್ಕೆ
1,ಬ್ರೋ ಸೂಪರ್ ಆಗಿ til tokersನ roast ಮಾಡ್ತಿರ til tok maadorella ಶ್ಯಾ ಟ ಗಳು
1,Super guru nenu
1,Please sir Tik tak bide
1,Nannaga thubba bajaru sir‍‍‍‍‍‍‍‍‍‍‍‍
1,Idu riyel rar
1,Ashwathama. Vadhukkidhe.evathu. video. Nodithunanu. Jai. Babaji
1,ಹೌದು ಹೌದು ನಿನ್ನೆ ನಮ್ಮನಿಗೂ ಬಂದಿದ........ ಚಾ ಕುಡ್ಕಾ ಹೊದ
1,ಗುರು ಅಶ್ವತ್ಥಾಮ ಯಾವ ಬಾಷೇ ಮಾತಾಡ್ತಿದ್ದ ಅಂಥ ಹೇಳಿ ನಿಮಗೂ ಗೊತ್ತಿಲ್ಲ ಅಂದ್ರೆ ಆ ಡಾಕ್ಟರ್ ಅನ್ನು ಕೇಳಿ ತಿಳ್ಕೊಂಡು ಹೇಳಿ ನಮ್ಮ ಕನ್ನಡ ವಾದ್ರೆ ತೊಂಬ ಸಂತೋಷ ವಾಗುತ್ತೆ ಅಲ್ವಾ
1,ನನಗೆ ಮಹಾಭಾರತ ಕಥೆ ಕೇಳಲು ತುಂಬಾ ಇಷ್ಟ ನಾನು ಮಹಾಭಾರತ ಓದಿದ್ದೆನೆ
1,ನನಗು ತೊರಸಿ ಅಶ್ವತ್ತಾಮರಾ
1,Nan lwda dalli edane band nodkondu ogo gandu
1,ನಾಲ್ಕು ಯುಗಗಳು ಮುಗಿದ ಮೇಲೆ ಪುನ
1,ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತರೆ ನೀವು ಪುರಾಣದಲ್ಲಿ ಬರುವ  ಯಲ್ಲರಿಗೂ ಬಹುವಚನ ದಿಂದ ಮಾತಾಡ್ತಿರ ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತರೆ
1,Raktha rathri yakshagana nodi maryare
1,Enu investigation nedithidya  ashwattama idara OMG nomboke agtilla devre ashwattama nija  vaglu idre it is unbelievable God please a doctor ega idre investigation Madi and a yavudho hasiru guhe andharela Ali hogi nodi inu pooje madthidhara and mate avru sikidra yarigadharu please information Kodi and good job nanna devaru Channel
1,Drona pandavara para iddre ivneke kouravara para iddana.????
1,ಇದು ನಿಜಾನಾ ಗುರುವೇ
1,Yes edre adare yli?
1,Nav evna nodabahuda
1,ನಾರಾಯಣ ಸಂತ ಅವರ ಮಹಾಭಾರತದ ಪುಸ್ತಕದ ಮಾಹಿತಿ ಕಳುಹಿಸಿ
1,Nav avnaa meet agboda sir?
1,@ಜೈ ಭಜರಂಗಿ##ವಿಶ್ವ avaru..dronara maga..
1,Uttara pradeshada lakkinpura dalli shiva pooje madtidda
1,ಇರೋದು ಇರಭವದ್ ಗೊತ್ತಿಲ್ಲ
1,Devaru annonu idaane Andre avru shaapa kottidddu nijaane aagidre avru idde iruttaare elllooo ondu jaagadallli manushyara kannige kaanollla aste jaiii Sri Krishna
1,Namma manege bandidru avarige nanu nan dress kottu aliside
1,Avnige ella language matadoke barutta
1,Pandavaru mamsa tinthidra
1,Super namboke kasta agirbodu but really agirbodu
1,ಮಧ್ಯ ಪ್ರದೇಶದಲ್ಲಿ ಕೂಡ ಓರ್ವ ಮಹಿಳೆಗೆ  ಮಹಾಭಾರತದ ಅಶ್ವತ್ಥಾಮ ಎಂದು ಪರಿಚಯ ಮಾಡಿಕೊಂಡು ಮತ್ತು ಅವಳಿಗೆ ಮಹಾಭಾರತದ ಸನ್ನಿವೇಶಗಳ ವಿಡಿಯೋವನ್ನು ಆ ಮಹಿಳೆಯ ಮನೆ ಗೋಡೆ ಮೇಲೆ ಮಹಾಭಾರತದ ದೃಶ್ಯಗಳನ್ನು ಬರುವ ಹಾಗೆ ಮಾಡಿದ್ದನಂತೆ ಹಾಗೂ ಅವಳಲ್ಲಿ ನೀನು ಯಾರಿಗೆ ಹೇಳದೇ   nಈ ದೃಶ್ಯ ನೋಡಬಹುದು. n     ಇಲ್ಲವಾದಲ್ಲಿ ಹೇಳಿದರೆ ಈ ದೃಶ್ಯ ಕಾಣುವುದಿಲ್ಲ. nಆದ್ದರಿಂದ ನೀನು ನನ್ನ ಮಾತಿನಂತೆ ನಡೆಯಬೇಕು ಎಂದು ವಚನ ತೆಗೆದುಕೊಂಡು ಅಲ್ಲಿಂದ ಅದೃಶ್ಯವಾಗಿದ್ದಾನಂತೆ. .....!
1,Idu nimage hege gottaytu?
1,Este antha helakkagall nija edhru erabahudu
1,Adu igala 1960 ali nadedidu doctor incident
1,Nama village ge bandidru
1,Sir ನಮಸ್ಕಾರ ಕಲಿಯುಗದಲ್ಲಿ ಅಶ್ವತ್ಥಾಮ ಇದ್ದಾರೆ ಅಂತ ಹೇಳಿದರು .ಎಲ್ಲಿ ಇದ್ದಾರೆ  ಅವರು ನಾವು ನೋಡಬಹುದ ನನು ನೊಡಬೇಕು ಅಂತಾ  ಇದೇ ಅಗತ್ತ sir
1,ಅಶ್ವಥ್ಥಾಮ ಚಿರಂಜೀವಿ ಆಗಿದ್ದು ಹೇಗೆ
1,magaluru kade kalsi avanannu .navu avanige maddu kodthive.
1,Eddane annodu nanna nambike.aadre ashvataamanige kannadada bartita anodu davtu
1,Adu nambike ashte
1,ನಿಜ ಇದ್ರು ಇರಬಹುದು ಸರ್
1,Btv avra hatra video clip irbodu.... ಇದ್ರೆ ಹಾಕಿ plzz
1,ಅವನಿಗೆ ಕನ್ನಡ ಭಾಷೆ ಬರುತಿತ್ತ?
1,Ayo mostly avarige samskruti bhase barutee ansathe
1,@Nithya Sudha avaru devategalu devategalige Ella bhashe barutte
1,Avnu yava language mathadodu
1,ಕುಮಾರವ್ಯಾಸ ಅಂದರೆ ಗದುಗಿನ ನಾರಣಪ್ಪ ನವರ ಬಗ್ಗೆ ಅಭ್ಯಾಸ ಮಾಡಿ
1,This real jai krishna krishna
1,Sir avrudu bhashe yavdu a doctor bali yav bhashe matanadid ?
1,Ashwatama ge Kannada barutte yenri
1,Illa guru.. Ashwatama na.. Bhaashe ivrige. Barutte ansutte....
1,Ashwatama ge Hindi barutte yenri
1,Yar yar jasti nidde madthira nn
1,Nivu pan India film Madi sir nivu Nam sandalwood most handsome hunk
1,Nkn yan trailer guru maiye jumm anthu wow amazing
1,ಚಿತ್ರದಲ್ಲಿ ಏನೋ ಇದೆ
1,ಡಿ ಬಾಸ್ ದಶ೯ನ್ ಸರ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್
1,ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ all tha best jai D Boss
1,Movie quality superb
1,ಅಭೀನಯ ಚಕ್ರವರ್ತಿ. ಕರುನಾಡ ಕನ್ಮಣಿ .ಅಭೀನಯ ಭಾರ್ಗವ.ಕನ್ನಡ ಕಲಾ ಕುಸುಮ.ಕರುನಾಡ ಸಿಂಹಾ.ಬಾದ್ಷಾ .ಕಿಚ್ಚಾ ಸುದೀಪ ಅಣ್ಣನ ಅಭೀಮಾನಿಗಳಿಂದ ಈ ಸಿನಿಮಾ ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲಿ
1,ಕನ್ನಡದಲ್ಲಿ ಪ್ರತಿಭೆಗಳಿಗೆ ಕೊರತೆಯಿಲ್ಲ
1,Kiccha fans kade inda congratulations pajju
1,Karnataka janeteinda all the best movie ge olledagali🥰🥰
1,ಅಬ್ಬಾ ಏನ್ ಗುರು ಟ್ರೈಲರ್
1,I am bigg fan prajwal sar fan. .....
1,Nice dialogue nan ondhu Sari sathidini enondu sala sayalla
1,E type movie na tamilali Vishal madidare mostly adara remake aadru aagirbahudu
1,ಪವರ್ ಸ್ಟಾರ್ ಪುನೀತ್ ರಾಜಕುಮಾರ್ ಅಭಿಮಾನಿಗಳಿಂದ all tha best
1,ಹೊಸ ಪ್ರಯೋಗ ಯಶಸ್ಸು ಸಿಗಲಿ.
1,Villan is khadak
1,ಅಭಿನಯ ಚಕ್ರವರ್ತಿ ಕಿಚ್ಚ ಸುದೀಪ್ ಅವರ ಕಡೆಯಿಂದ.. All tha best movi
1,ಎಲ್ಲಿ ವರೆಗು.ನಿವು ಟೈಟಲ್ ಕೆಳಿ ಸಿನಿಮಾ ಒಪ್ಪಿ ಕೊಳ್ಳುತ್ತಿರೊ.ಅಲ್ಲಿವರೆಗೆ ನಿಮ್ಮ ಯಶಸ್ಸಿನ ಬಾಗಿಲ ನಿಮ್ಮ ಪಕ್ಕದಲ್ಲಿ ಇರುತ್ತೆ ವಿನಃ ಅದು ತೆರೆಯಲ್ಲ.ಅಣ್ಣ ನಮ್ಮಂತ ಮಾಸ್ ಆಡಿಯನ್ಸ್ ಗೆnನಿವು ತುಂಬ ಒಳ್ಳೆಯ ನಟ..ಸ್ವಲ್ಪ ಎಚ್ಚರಿಕೆಯಿಂದ ಕಥೆನ ಸೆಲೆಕ್ಟ್ ಮಾಡಿ..ನಿಮಗೆ ಕಂಡಿತ ಒಳ್ಳೆಯದಾಗುತ್ತೆ..
1,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ  All the best....
1,D ಬಾಸ್ ಅಭಿಮಾನಿ ಕಡಿಂದ ಆಲ್ ದ ಬೆಸ್ಟ್
1,ರಾಜವಂಶದ ಅಭಿಮಾನಿಗಳು ಕಡೆ ಇಂದ all the best ...
1,ರಾಜವಂಶದ ಅಭಿಮಾನಿಗಳಿಂದ ಶುಭ ಹಾರೈಕೆಗಳು
1,ABHINAYA CHAKRAVARTHI KICCHA SUDEEP FANS Like HERE
1,D.boss fans kade doddadagi wel come madtivi sir
1,D.boss kade inda dodda wel come madtivi
1,#ಕನ್ನಡಿಗರು ಲೈಕ್ ಮಾಡಿ ಪ್ಲೀಸ್
1,Love you boss super
1,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ಲೈಕ್ ಮಾಡಿ
1,Prajju yav dress hakudru super aage kantane ..
1,looks promising
1,@SANGMESH NADVINMANI y bro
1,ಕನ್ನಡದಲ್ಲಿ ಹೊಸ ಪ್ರಯತ್ನಕ್ಕೆ ಒಳ್ಳೆದಾಗಲಿ
1,Jai D Boss
1,ಕಲರ್ ಫುಲ್ ಆಗಿದೆ
1,ಡಿಬಾಸ್ ಭಕ್ತರ ಕಡೆಯಿಂದ   ಶುಭಾಶಯಗಳು
1,Rocking star Yash fans like here
1,Just Woww  Super Prajju  anna!! Gud luck
1,niddeburak thumba ne strong iddane guru
1,Super hit agodralli yavude dout illa gelayare Jeeva
1,D boss ಅಭಿಮಾನಿಗಳಿಂದ all the best ಸೂಪರ್ ಟ್ರೈಲರ್
1,ಫೈಟ್ ಸೀನ್ ಅಮೇಜಿಂಗ್ ಪ್ರಜ್ವಲ್ ಲುಕ್ಕು ಬ್ಯೂಟಿಫುಲ್ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಜಂಟಲ್ಮ್ಯಾನ್    ಫ್ರಮ್ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್
1,jAi D Bo'ss
1,Jai d boss
1,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ all the best
1,Super duper..Film    Bust of luck... Prajval Devaraja..... Darling..   Days..
1,αll thє вєѕt frσm drugѕ вσѕѕ fαnzzz
1,Yav movie remake hethidira sir
1,@Pradip AR idhu remake all i am editor
1,Guru idu yav movie remake alla sumne gotthilde yak helthira
1,@Venki Udv but story line seems different.
1,ಈ ಚಿತ್ರ ಪ್ರಜ್ವಲ್ ಅವ್ರ ಕ್ಯರಿಯರ್ ಚೇಂಜ್ ಮಾಡೋ ಹಾಗೆ ಕಾಣ್ತಿದೆ ರಾಕಿ ಭಾಯ್ ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಶುಭಾಶಯಗಳು🤗🤗🤗
1,Bgm is good
1,Gurudesh pandey sir remake madobadlu swamek    madi sir
1,Super Anna Jai D boss
1,Super d boss fans
1,Nyc trailer praju
1,Jai D Boss
1,JASTI COMMETS MADIRODHU D
1,@naveen v  looo thikamuchkondu hogi nim BALEGARA SUDEEP HELU BARI KANNADA MOVEI THEGIYOKKE MANGDHULLE
1,@Karthik Gowda Dacchu hmm aythu dagarge hosa award kodtini bandli star antha helbidu
1,@d boss mania o brame nivu ede tara tilkolli avaru belitare
1,@Like a Phoenix hm avarige ade helbku kushi padli swalp
1,#1.46 Bgm music super
1,ಜೈ ಆಂಜನೇಯ
1,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ All the best
1,Amazing trailer ಹೊಸ ತರಹದ ಪ್ರಯತ್ನ ಚಿತ್ರ ತಂಡಕ್ಕೆ nಶುಭವಾಗಲಿ 100 ದಿನಗಳು ಪೊರೈಸಲಿ nಅಪ್ಪು ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಪರವಾಗಿ ಗುಡ್ ಲಕ್ ಆಲ್ ದಿ ಬೆಸ್ಟ್
1,ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಅಭಿನಯದ e ಇ ಚಿತ್ರ ಅವ್ರ ಲೈಪ್ ನಲ್ಲಿ ಒಂದು ಮೈಲಿಗಲ್ಲು ಆಗುತ್ತೆ
1,Super   n  ಜೈ ಡಿ ಬಾಸ್
1,NAMMA modala web series
1,Trailer Andre Eg Erbeku...
1,Supar anna love you pajuanna....
1,Appu boss fan's like mdi
1,D boss  fans full support. Successful hagli movie
1,Super Chindiii sir sakkatagi ede
1,Waiting... Atyadbuta katahandara
1,Power Star fans like madi
1,Super alla best bro
1,ತುಂಬಾ  ಚೆನ್ನಾಗಿದೆ ಟ್ರಯ್ಲರ್ ಲುಕ್ ತುಂಬಾ  ಚೆನ್ನಾಗಿದೆ ಸೂಪರ್  ಒಳ್ಳೆಯದಾಗಲಿ
1,ಜೈ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ ಪ್ಲೀಸ್ ಸಪೋಟ ಮಾಡಿ..
1,Gulama movie tarah ondd movie maadu nin hesrru maate kellsutte
1,ದ್ರುವ ಅಣ್ಣಾ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ all the best
1,Pakka hit agutthe guru movie
1,Hindi nalli Madi movie oduthe plz
1,All the best ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ avre.
1,ಸಾಹಸಸಿಂಹ ಅಭಿಮಾನಿಗಳ ಇಂದ ಆಲ್ ದ ಬೆಸ್ಟ್
1,ಟ್ರೈಲರ್ ತುಣುಕೇನೋ ಸಕ್ಕತ್ತಾಗಿದೆ       ಒಳ್ಳೇದಾಗ್ಲಿ ಚಿತ್ರ ತಂಡಕ್ಕೆ
1,D bosss fans kade inda all the best prajju
1,ಭಾರೀ ಚಲೋ ಅಯ್ತ್ರಿ
1,ಪ್ರಯತ್ನಕ್ಕೆ ದೊಡ್ಡ ಸಲಾಂ
1,ಯಶ್ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ All The Best
1,ಅಭಿನಯ ಚಕ್ರವರ್ತಿ ಅಭಿಮಾನಿಗಳ ಶುಭ ಹಾರೈಕೆಗಳು
1,ಟ್ರೈಲರ್ ನೋಡುದ್ರೆ ಕ್ಯುರ್ಯಾಸಿಟಿ ತುಂಬಾ ಇದೆ ಸಿನಿಮಾ ನೋಡಬೇಕು ಚೆನಾಗಿರುತ್ತೆ ಅಂತ ಭಾವಿಸ್ತಿನಿ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಯಶ್ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ಕಡೆಯಿಂದ
1,ಟ್ರೈಲರ್ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆnಜೈ ಡಿ ಬಾಸ್.......
